code,manufacturer,description,type,locale,is_generic,source_file
U0107,AUDI,"A dead battery, A faulty TAC module, A problem with TAC module circuit, A problem with the CAN bus",U,en,0,audi_codes
U0121,AUDI,"A dead battery, A faulty ABS module, A problem with ABS module circuit, A problem with the CAN bus",U,en,0,audi_codes
B0001,GENERIC,Driver Frontal Stage 1 Deployment Control,B,en,1,b_codes
B0002,GENERIC,Driver Frontal Stage 2 Deployment Control,B,en,1,b_codes
B0003,GENERIC,Driver Frontal Stage 3 Deployment Control,B,en,1,b_codes
B0004,GENERIC,Driver Knee Bolster Deployment Control,B,en,1,b_codes
B0005,GENERIC,Collapsible Steering Column Deployment Control,B,en,1,b_codes
B0010,GENERIC,Passenger Frontal Stage 1 Deployment Control,B,en,1,b_codes
B0011,GENERIC,Passenger Frontal Stage 2 Deployment Control,B,en,1,b_codes
B0012,GENERIC,Passenger Frontal Stage 3 Deployment Control,B,en,1,b_codes
B0013,GENERIC,Passenger Knee Bolster Deployment Control,B,en,1,b_codes
B0018,GENERIC,Center Frontal Stage 1 Deployment Control,B,en,1,b_codes
B0019,GENERIC,Center Frontal Stage 2 Deployment Control,B,en,1,b_codes
B001A,GENERIC,Center Frontal Stage 3 Deployment Control,B,en,1,b_codes
B0020,GENERIC,Left Side Airbag Deployment Control,B,en,1,b_codes
B0021,GENERIC,Left Curtain Deployment Control 1,B,en,1,b_codes
B0022,GENERIC,Left Curtain Deployment Control 2,B,en,1,b_codes
B0028,GENERIC,Right Side Airbag Deployment Control,B,en,1,b_codes
B0029,GENERIC,Right Curtain Deployment Control 1,B,en,1,b_codes
B002A,GENERIC,Right Curtain Deployment Control 2,B,en,1,b_codes
B0030,GENERIC,Second Row Left Side Airbag Deployment Control,B,en,1,b_codes
B0031,GENERIC,Second Row Left Frontal Stage 1 Deployment Control,B,en,1,b_codes
B0032,GENERIC,Second Row Left Frontal Stage 2 Deployment Control,B,en,1,b_codes
B0033,GENERIC,Second Row Left Frontal Stage 3 Deployment Control,B,en,1,b_codes
B0038,GENERIC,Second Row Right Side Airbag Deployment Control,B,en,1,b_codes
B0039,GENERIC,Second Row Right Frontal Stage 1 Deployment Control,B,en,1,b_codes
B003A,GENERIC,Second Row Right Frontal Stage 2 Deployment Control,B,en,1,b_codes
B003B,GENERIC,Second Row Right Frontal Stage 3 Deployment Control,B,en,1,b_codes
B0040,GENERIC,Third Row Left Side Airbag Deployment Control,B,en,1,b_codes
B0041,GENERIC,Third Row Left Frontal Stage 1 Deployment Control,B,en,1,b_codes
B0042,GENERIC,Third Row Left Frontal Stage 2 Deployment Control,B,en,1,b_codes
B0043,GENERIC,Third Row Left Frontal Stage 3 Deployment Control,B,en,1,b_codes
B0048,GENERIC,Third Row Right Side Airbag Deployment Control,B,en,1,b_codes
B0049,GENERIC,Third Row Right Frontal Stage 1 Deployment Control,B,en,1,b_codes
B004A,GENERIC,Third Row Right Frontal Stage 2 Deployment Control,B,en,1,b_codes
B004B,GENERIC,Third Row Right Frontal Stage 3 Deployment Control,B,en,1,b_codes
B0050,GENERIC,Driver Seat Belt Sensor,B,en,1,b_codes
B0051,GENERIC,First Row Center Seat Belt Sensor,B,en,1,b_codes
B0052,GENERIC,Passenger Seat Belt Sensor,B,en,1,b_codes
B0053,GENERIC,Second Row Left Seat Belt Sensor,B,en,1,b_codes
B0054,GENERIC,Second Row Center Seat Belt Sensor,B,en,1,b_codes
B0055,GENERIC,Second Row Right Seat Belt Sensor,B,en,1,b_codes
B0056,GENERIC,Third Row Left Seat Belt Sensor,B,en,1,b_codes
B0057,GENERIC,Third Row Center Seat Belt Sensor,B,en,1,b_codes
B0058,GENERIC,Third Row Right Seat Belt Sensor,B,en,1,b_codes
B0060,GENERIC,Driver Seat Belt Tension Sensor,B,en,1,b_codes
B0061,GENERIC,Passenger Seat Belt Tension Sensor,B,en,1,b_codes
B0070,GENERIC,Driver Seat Belt Pretensioner A Deployment Control,B,en,1,b_codes
B0071,GENERIC,First Row Center Seat Belt Pretensioner Deployment Control,B,en,1,b_codes
B0072,GENERIC,Passenger Seat Belt Pretensioner A Deployment Control,B,en,1,b_codes
B0073,GENERIC,Second Row Left Seat Belt Pretensioner Deployment Control,B,en,1,b_codes
B0074,GENERIC,Second Row Center Seat Belt Pretensioner Deployment Control,B,en,1,b_codes
B0075,GENERIC,Second Row Right Seat Belt Pretensioner Deployment Control,B,en,1,b_codes
B0076,GENERIC,Third Row Left Seat Belt Pretensioner Deployment Control,B,en,1,b_codes
B0077,GENERIC,Third Row Center Seat Belt Pretensioner Deployment Control,B,en,1,b_codes
B0078,GENERIC,Third Row Right Seat Belt Pretensioner Deployment Control,B,en,1,b_codes
B0079,GENERIC,Driver Seat Belt Pretensioner B Deployment Control,B,en,1,b_codes
B007A,GENERIC,Passenger Seat Belt Pretensioner B Deployment Control,B,en,1,b_codes
B007B,GENERIC,Second Row Left Seat Belt Pretensioner B Deployment Control,B,en,1,b_codes
B007C,GENERIC,Second Row Right Seat Belt Pretensioner B Deployment Control,B,en,1,b_codes
B007D,GENERIC,Second Row Center Seat Belt Pretensioner B Deployment Control,B,en,1,b_codes
B007E,GENERIC,Driver Seat Belt Pretensioner C Deployment Control,B,en,1,b_codes
B007F,GENERIC,Passenger Seat Belt Pretensioner C Deployment Control,B,en,1,b_codes
B0080,GENERIC,Driver Seat Belt Load Limiter Deployment Control,B,en,1,b_codes
B0081,GENERIC,First Row Center Seat Belt Load Limiter Deployment Control,B,en,1,b_codes
B0082,GENERIC,Passenger Seat Belt Load Limiter Deployment Control,B,en,1,b_codes
B0083,GENERIC,Second Row Left Seat Belt Load Limiter Deployment Control,B,en,1,b_codes
B0084,GENERIC,Second Row Center Seat Belt Load Limiter Deployment Control,B,en,1,b_codes
B0085,GENERIC,Second Row Right Seat Belt Load Limiter Deployment Control,B,en,1,b_codes
B0086,GENERIC,Third Row Left Seat Belt Load Limiter Deployment Control,B,en,1,b_codes
B0087,GENERIC,Third Row Center Seat Belt Load Limiter Deployment Control,B,en,1,b_codes
B0088,GENERIC,Third Row Right Seat Belt Load Limiter Deployment Control,B,en,1,b_codes
B0090,GENERIC,Left Frontal Restraints Sensor,B,en,1,b_codes
B0091,GENERIC,Left Side Restraints Sensor 1,B,en,1,b_codes
B0092,GENERIC,Left Side Restraints Sensor 2,B,en,1,b_codes
B0093,GENERIC,Left Side Restraints Sensor 3,B,en,1,b_codes
B0094,GENERIC,Center Frontal Restraints Sensor,B,en,1,b_codes
B0095,GENERIC,Right Frontal Restraints Sensor,B,en,1,b_codes
B0096,GENERIC,Right Side Restraints Sensor 1,B,en,1,b_codes
B0097,GENERIC,Right Side Restraints Sensor 2,B,en,1,b_codes
B0098,GENERIC,Right Side Restraints Sensor 3,B,en,1,b_codes
B0099,GENERIC,Roll Over Sensor,B,en,1,b_codes
B009A,GENERIC,Left Side Restraints Sensor 4,B,en,1,b_codes
B009B,GENERIC,Left Side Restraints Sensor 5,B,en,1,b_codes
B009C,GENERIC,Left Side Restraints Sensor 6,B,en,1,b_codes
B009D,GENERIC,Right Side Restraints Sensor 4,B,en,1,b_codes
B009E,GENERIC,Right Side Restraints Sensor 5,B,en,1,b_codes
B009F,GENERIC,Right Side Restraints Sensor 6,B,en,1,b_codes
B00A0,GENERIC,Occupant Classification System,B,en,1,b_codes
B00A1,GENERIC,Occupant Position System,B,en,1,b_codes
B00B0,GENERIC,Driver Seat Occupant Classification Sensor A,B,en,1,b_codes
B00B1,GENERIC,Driver Seat Occupant Classification Sensor B,B,en,1,b_codes
B00B2,GENERIC,Driver Seat Occupant Classification Sensor C,B,en,1,b_codes
B00B3,GENERIC,Driver Seat Occupant Classification Sensor D,B,en,1,b_codes
B00B4,GENERIC,Driver Seat Occupant Classification Sensor E,B,en,1,b_codes
B00B5,GENERIC,Driver Seat Track Position Restraints Sensor,B,en,1,b_codes
B00B6,GENERIC,Driver Seat Recline Position Restraints Sensor,B,en,1,b_codes
B00B7,GENERIC,Driver Seat Occupant Position Sensor A,B,en,1,b_codes
B00B8,GENERIC,Driver Seat Occupant Position Sensor B,B,en,1,b_codes
B00B9,GENERIC,Driver Seat Occupant Position Sensor C,B,en,1,b_codes
B00BA,GENERIC,Driver Seat Occupant Position Sensor D,B,en,1,b_codes
B00BB,GENERIC,Driver Seat Occupant Position Sensor E,B,en,1,b_codes
B00C0,GENERIC,Passenger Seat Occupant Classification Sensor A,B,en,1,b_codes
B00C1,GENERIC,Passenger Seat Occupant Classification Sensor B,B,en,1,b_codes
B00C2,GENERIC,Passenger Seat Occupant Classification Sensor C,B,en,1,b_codes
B00C3,GENERIC,Passenger Seat Occupant Classification Sensor D,B,en,1,b_codes
B00C4,GENERIC,Passenger Seat Occupant Classification Sensor E,B,en,1,b_codes
B00C5,GENERIC,Passenger Seat Track Position Restraints Sensor,B,en,1,b_codes
B00C6,GENERIC,Passenger Seat Recline Position Restraints Sensor,B,en,1,b_codes
B00C7,GENERIC,Passenger Seat Occupant Position Sensor A,B,en,1,b_codes
B00C8,GENERIC,Passenger Seat Occupant Position Sensor B,B,en,1,b_codes
B00C9,GENERIC,Passenger Seat Occupant Position Sensor C,B,en,1,b_codes
B00CA,GENERIC,Passenger Seat Occupant Position Sensor D,B,en,1,b_codes
B00CB,GENERIC,Passenger Seat Occupant Position Sensor E,B,en,1,b_codes
B00D0,GENERIC,Driver Seat Belt Indicator,B,en,1,b_codes
B00D1,GENERIC,Passenger Seat Belt Indicator,B,en,1,b_codes
B00D2,GENERIC,Restraint System Malfunction Indicator 1,B,en,1,b_codes
B00D3,GENERIC,Restraint System Malfunction Indicator 2,B,en,1,b_codes
B00D4,GENERIC,Restraint System Malfunction Audible Indicator,B,en,1,b_codes
B00D5,GENERIC,Restraint System Passenger Disable Indicator,B,en,1,b_codes
B00DF,GENERIC,Passenger Restraints Disable Switch,B,en,1,b_codes
B00E0,GENERIC,Third Row Left Seat Belt Pretensioner B Deployment Control,B,en,1,b_codes
B00E1,GENERIC,Third Row Right Seat Belt Pretensioner B Deployment Control,B,en,1,b_codes
B00E2,GENERIC,Third Row Center Seat Belt Pretensioner B Deployment Control,B,en,1,b_codes
B00E3,GENERIC,Second Row Left Seat Belt Pretensioner C Deployment Control,B,en,1,b_codes
B00E4,GENERIC,Second Row Right Seat Belt Pretensioner C Deployment Control,B,en,1,b_codes
B00E5,GENERIC,Second Row Center Seat Belt Pretensioner C Deployment Control,B,en,1,b_codes
B00E6,GENERIC,Third Row Right Seat Belt Pretensioner C Deployment Control,B,en,1,b_codes
B00E7,GENERIC,Third Row Left Seat Belt Pretensioner C Deployment Control,B,en,1,b_codes
B00E8,GENERIC,Third Row Center Seat Belt Pretensioner C Deployment Control,B,en,1,b_codes
B00F0,GENERIC,Driver Inflatable Seat Belt Deployment Control,B,en,1,b_codes
B00F1,GENERIC,Passenger Inflatable Seat Belt Deployment Control,B,en,1,b_codes
B00F2,GENERIC,Second Row Left Inflatable Seat Belt Deployment Control,B,en,1,b_codes
B00F3,GENERIC,Second Row Center Inflatable Seat Belt Deployment Control,B,en,1,b_codes
B00F4,GENERIC,Second Row Right Inflatable Seat Belt Deployment Control,B,en,1,b_codes
B00F5,GENERIC,Third Row Left Inflatable Seat Belt Deployment Control,B,en,1,b_codes
B00F6,GENERIC,Third Row Center Inflatable Seat Belt Deployment Control,B,en,1,b_codes
B00F7,GENERIC,Third Row Right Inflatable Seat Belt Deployment Control,B,en,1,b_codes
B0100,GENERIC,Sensor Cleaning Air Blower Actuator A,B,en,1,b_codes
B0101,GENERIC,Sensor Cleaning Air Blower Actuator B,B,en,1,b_codes
B0102,GENERIC,Sensor Cleaning Air Blower Actuator A Control,B,en,1,b_codes
B0103,GENERIC,Sensor Cleaning Air Blower Actuator B Control,B,en,1,b_codes
B0104,GENERIC,Sensor Cleaning Air Blower Actuator A Control Relay,B,en,1,b_codes
B0105,GENERIC,Sensor Cleaning Air Blower Actuator B Control Relay,B,en,1,b_codes
B0106,GENERIC,LIDAR Washer Actuator A,B,en,1,b_codes
B0107,GENERIC,LIDAR Washer Actuator B,B,en,1,b_codes
B0108,GENERIC,LIDAR Washer Actuator C,B,en,1,b_codes
B0109,GENERIC,LIDAR Washer Actuator D,B,en,1,b_codes
B010A,GENERIC,Camera Washer Actuator A,B,en,1,b_codes
B010B,GENERIC,Camera Washer Actuator B,B,en,1,b_codes
B010C,GENERIC,Camera Washer Actuator C,B,en,1,b_codes
B010D,GENERIC,Camera Washer Actuator D,B,en,1,b_codes
B010E,GENERIC,Camera Washer Actuator E,B,en,1,b_codes
B010F,GENERIC,Camera Washer Actuator F,B,en,1,b_codes
B0110,GENERIC,Camera Washer Actuator G,B,en,1,b_codes
B0111,GENERIC,Camera Washer Actuator H,B,en,1,b_codes
B0112,GENERIC,Camera Washer Actuator J,B,en,1,b_codes
B0113,GENERIC,Camera Washer Actuator K,B,en,1,b_codes
B0114,GENERIC,Camera Washer Actuator L,B,en,1,b_codes
B0115,GENERIC,Camera Washer Actuator M,B,en,1,b_codes
B0116,GENERIC,Camera Washer Actuator N,B,en,1,b_codes
B0117,GENERIC,Camera Washer Actuator O,B,en,1,b_codes
B0118,GENERIC,Camera Washer Actuator P,B,en,1,b_codes
B0119,GENERIC,Camera Washer Actuator Q,B,en,1,b_codes
B011A,GENERIC,Camera Washer Actuator R,B,en,1,b_codes
B011B,GENERIC,Camera Washer Actuator S,B,en,1,b_codes
B011C,GENERIC,Fluid Reservoir Level Sensor A,B,en,1,b_codes
B011D,GENERIC,Fluid Reservoir Level Sensor B,B,en,1,b_codes
B011E,GENERIC,Fluid Reservoir Level Sensor C,B,en,1,b_codes
B011F,GENERIC,Fluid Reservoir Level Sensor D,B,en,1,b_codes
B0120,GENERIC,Fluid Reservoir Level Sensor E,B,en,1,b_codes
B0121,GENERIC,Fluid Reservoir Level Sensor F,B,en,1,b_codes
B0122,GENERIC,Pedestrian Alert Speaker A,B,en,1,b_codes
B0123,GENERIC,Pedestrian Alert Speaker B,B,en,1,b_codes
B0124,GENERIC,Night Vision Camera,B,en,1,b_codes
B0125,GENERIC,Night Vision Control Module,B,en,1,b_codes
B0126,GENERIC,Driver Monitoring Camera,B,en,1,b_codes
B0127,GENERIC,DC/AC Converter A High Voltage Power Outlet “A” Circuit/Open,B,en,1,b_codes
B0128,GENERIC,DC/AC Converter A High Voltage Power Outlet “B” Circuit/Open,B,en,1,b_codes
B0129,GENERIC,DC/AC Converter A High Voltage Power Outlet “C” Circuit/Open,B,en,1,b_codes
B012A,GENERIC,DC/AC Converter A High Voltage Power Outlet “D” Circuit/Open,B,en,1,b_codes
B012B,GENERIC,DC/AC Converter A High Voltage Power Outlet “E” Circuit/Open,B,en,1,b_codes
B012C,GENERIC,DC/AC Converter A High Voltage Power Outlet Control Module “A”,B,en,1,b_codes
B012D,GENERIC,DC/AC Converter A High Voltage Power Outlet Control Module “B”,B,en,1,b_codes
B012E,GENERIC,DC/AC Converter A High Voltage Power Outlet Control Module “C”,B,en,1,b_codes
B012F,GENERIC,A/V Sensor Washer Fluid A Control Circuit,B,en,1,b_codes
B0130,GENERIC,A/V Sensor Washer Fluid B Control Circuit,B,en,1,b_codes
B0131,GENERIC,A/V Sensor Washer Fluid C Control Circuit,B,en,1,b_codes
B0132,GENERIC,A/V Sensor Washer Fluid D Control Circuit,B,en,1,b_codes
B0133,GENERIC,A/V Sensor Washer Fluid E Control Circuit,B,en,1,b_codes
B0134,GENERIC,A/V Sensor Washer Fluid F Control Circuit,B,en,1,b_codes
B1317,GENERIC,Battery Voltage High,B,en,1,b_codes
B1318,GENERIC,Battery Voltage Low,B,en,1,b_codes
B1342,GENERIC,ECU Is Defective,B,en,1,b_codes
B1379,GENERIC,Oil Change Reset Button Circuit Short To Ground,B,en,1,b_codes
B1380,GENERIC,Oil Change Reset Button Circuit Failure,B,en,1,b_codes
B1381,GENERIC,Oil Change Reset Button Circuit Open,B,en,1,b_codes
B1382,GENERIC,Oil Change Reset Button Circuit Short To Battery,B,en,1,b_codes
B2000,GENERIC,Manufacturer Controlled DTC,B,en,1,b_codes
B2200,GENERIC,No Communication to TV Module (No Fitting of TV),B,en,1,b_codes
B2201,GENERIC,No Communication With Traffic MasterModule,B,en,1,b_codes
B2202,GENERIC,No Communication to VICS Module (No Fitting of VICS),B,en,1,b_codes
B2300,GENERIC,Seat Driver Memory Position Error,B,en,1,b_codes
B2301,GENERIC,Seat Passenger Memory Position Error,B,en,1,b_codes
B2320,GENERIC,Mirror Driver Horizontal Feedback Potentiometer Circuit Failure,B,en,1,b_codes
B2321,GENERIC,Mirror Driver Horizontal Feedback Potentiometer Circuit Open,B,en,1,b_codes
B2322,GENERIC,Mirror Driver Horizontal Feedback Potentiometer Circuit Short to Battery,B,en,1,b_codes
B2323,GENERIC,Mirror Driver Horizontal Feedback Potentiometer Circuit Short to Ground,B,en,1,b_codes
B2601,GENERIC,No Latch Signal Sensed on Closing and Door Reversed,B,en,1,b_codes
B3000,GENERIC,B3000-B3999 ISO/SAE Reserved,B,en,1,b_codes
B3A00,GENERIC,A/C Refrigerant Distribution Valve Actuator C Stuck/Open,B,en,1,b_codes
B3A01,GENERIC,A/C Refrigerant Distribution Valve Actuator C Control Circuit/Open,B,en,1,b_codes
B3A02,GENERIC,A/C Refrigerant Distribution Valve Actuator C Control Circuit Low,B,en,1,b_codes
B3A03,GENERIC,A/C Refrigerant Distribution Valve Actuator C Control Circuit High,B,en,1,b_codes
B3A04,GENERIC,A/C Refrigerant Distribution Valve C Control Circuit Driver Current/Temperature Too High,B,en,1,b_codes
B3A05,GENERIC,A/C Refrigerant Distribution Valve Actuator D Stuck/Open,B,en,1,b_codes
B3A06,GENERIC,A/C Refrigerant Distribution Valve Actuator D Control Circuit/Open,B,en,1,b_codes
